ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location
524,Green Gelao (Viet Nam),Viet Nam,VNM,giq,Critically endangered,"Hagei, Ho Ki",,300,,23.1333,105.25,
1884,Guatuso,Costa Rica,CRI,gut,Severely endangered,Maléku Jaíka,,300,Census 2000 and Constenla article,10.6723,-84.8256,"Guatuso county, northeastern plains of Costa Rica"
187,Gupapuyngu,Australia,AUS,guf,Vulnerable,"Gobabingo, Gubabwingu.  Dialects: Gupapuyngu, Madarrpa, Manggalili, Munyuku, Wubulkarra, Walangu. About 45 related dialects. Close to Gumatj.",,300,,-12.6624,136.549,
364,Istro-Romanian,Croatia,HRV,ruo,Severely endangered,Istrio-Romanian,,300,"Goran Filipi: Istrorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 91–96.",45.3907,14.436,"the village of Žejane to the north of Učka mountain and a few villages, notably Sušnjevica, to the south of it in Kršan municipality, in the northeast of the Istrian peninsula"
787,Jicarilla Apache,United States of America,USA,apj,Severely endangered,Jicarilla,,300,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36.9336,-106.9984,
2674,Kandas,Papua New Guinea,PNG,kqw,Vulnerable,,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-4.4121,152.7868,"Southwest coast, New Ireland Province"
1421,Kangjia,China,CHN,kxs,Severely endangered,,,300,"Stephen S. Kim: Santa. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 346–363.",36.0757,102.2991,"gCan.tsha (Jianzha), north of Tongren in Tongren County of Huangnan Tibetan Autonomous District, Qinghai"
1618,Kaxarari,Brazil,BRA,ktx,Critically endangered,"Caxarari, Kaxariri",,300,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-9.5682,-66.1596,The group lives in the indigenous lands Kaxararí on the border between the federal states of Rondônia and Amazonas - Brazil.
2546,Kwansu,Indonesia,IDN,kja,Vulnerable,Mlap,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.5383,140.2061,Irian Jaya
2548,Legenyem,Indonesia,IDN,lcc,Vulnerable,Laganyan,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-0.3186,130.7345,Irian Jaya
1775,Mandaic,"Iran (Islamic Republic of), Iraq","IRN, IRQ",mid,Critically endangered,"Mandayi, Ratna, Neo-Mandaic, Modern Mandaic",,300,"Charles Häberl  http://www.linguistlist.org/issues/17/17-714.html
Häberl, C.G.,The Neo-Mandaic Dialect of Khorramshahr. Wiesbaden: Harrassowitz (Forthcoming).",31.3348,48.7023,"In Ahvaz, and until recently also in Khorramshahr, in the province of Khuzistan in Iran.  Presumed extinct in Iraq."
706,Mangareva,French Polynesia (France),PYF,mrv,Severely endangered,"Mangarevan, Ma'areva",,300,"Wurm, Stephen 2007. 'Australia and the Pacific', pp. 425-578 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.
Grimes 2000",-23.1226,-134.978,Mangareva (Gambier Islands)
14,Mani,"Guinea, Sierra Leone","GIN, SLE",buy,Critically endangered,"Mmani Bullom, Bullom So",,300,"Tucker Childs, Ethnologue",9.1129,-13.2165,
2193,Maniq,Thailand,THA,tnz,Definitely endangered,"Tonga, Mos, Ten'en",,300,,7.35,99.9333,
1397,Mono,Cameroon,CMR,mnr,Critically endangered,,,300,Ethnologue,8.6679,14.1723,
1466,Northern Paiute (Oregon),United States of America,USA,pao,Critically endangered,Paviotso,,300,Golla et al. ms.,43.5883,-119.0595,"Speakers of Northern Paiute are found in communities in Oregon, Nevada, California and Idaho."
2256,Phong,Lao People's Democratic Republic,LAO,"hnu, tmk",Definitely endangered,,,300,Bradley 2007,18.3333,105,
1632,Shanenawa,Brazil,BRA,ywn,Vulnerable,,,300,Gláucia Vieira Cândido and Lincoln Almir Amarante Ribeiro in UNESCO survey: linguistic vitality and diversity - 2008,-8.1014,-70.2129,"The group lives in the indigenous villages Morada Nova, Paredão, Nova Vida and Cardoso  - Municipality of Feijó - Acre State - Brazil"
2699,Sissano,Papua New Guinea,PNG,sso,Critically endangered,,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.0129,142.0491,"Between Vanimo and Aitape, Sandaun (West Sepik) Province"
412,Skolt Saami,"Finland, Norway, Russian Federation","FIN, NOR, RUS",sms,Severely endangered,,sää´mǩiõll,300,,69.5333,28.6269,"Sevettijärvi region in Inari County in Lapland Province, Finland, mainly by people evacuated from former Finnish territory of Petsamo, now Pechenga County in Murmansk Province, the Russian Federation; earlier also in the western parts of Kola County in western Murmansk Province, from where the speakers were translocated to Lovozero, the centre of Lovozero County; formerly also easternmost Finnmark Province of Norway"
2569,Tarpia,Indonesia,IDN,suf,Severely endangered,Sufrai,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.3723,140.0317,Irian Jaya
2570,Tause,Indonesia,IDN,tad,Vulnerable,"Doa, Darha",,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.8744,136.2469,Irian Jaya
2080,Thaayorre,Australia,AUS,thd,Definitely endangered,"Kuuk Thaayorre, Kuuk Thaayoore, Kuuk Thaayorre, Thaayore, Thayorre, Taior, Gugudayor, Kuktayor, Kukudayore, Behran.",,300,"Gaby, Alice to appear. “Gut feelings: locating emotion, life force and intellect in the Thaayorre body”. In Farzad Sharifian, René Dirven and Ning Yu (eds) Body, culture and language: Conceptualizations of internal body organs across cultures and languages. Available now at: https://webfiles.berkeley.edu/agaby/public_html/Gaby_heart_DRAFT.pdf?uniq=-d8xjac",-15.0867,141.7167,
278,Tlingit (United States of America),United States of America,USA,tli,Critically endangered,Tlinkit,,300,Krauss 2007,58.334,-133.7475,Tlingit area is the southeast Alaska coast from Yakutat to Ketchikan
1863,Tol,Honduras,HND,jic,Critically endangered,"Tolpan, Tolupan, Jicaque",,300,Article by Danilo Salamanca,15.293,-87.1416,Yoro dept; Montaña de la Flor north of the Francisco Morazán dept.
417,Tsakonian,Greece,GRC,tsd,Critically endangered,τσακωνικά (in Greek),,300,,37.1712,22.7911,"villages around Leonidio in the south of the area, and the villages of Kastanitsa and Sitena in the north; Propontis Tsakonian was spoken in the villages of Havoutsi and Vatka on the mouth of the Gönen river in northeastern Turkey, but the speakers were settled in Greece following the 1922 population exchanges, and Propontis Tsakonian became extinct in the 1970s"
313,Tuahka,Nicaragua,NIC,,Severely endangered,Sumo,,300,"The Green Book of Language Revitalization in Practice: Toward a Sustainable World De Leanne Hinton, Kenneth Locke Hale Collaborateur Leanne Hinton, Kenneth Locke Hale Publié par Emerald Group Publishing, 2001 ISBN 0123493536",13.838,-84.4409,"Wasakin, RAAN"
1471,Ute (Utah),United States of America,USA,ute,Severely endangered,,,300,Golla et al. ms.,40.2329,-109.8223,Uintah-Ouray Ute Reservation
1593,Vedda,Sri Lanka,LKA,ved,Definitely endangered,Veddha; Veda; Weda; Weddo; Beda; Bedda; Vaedda,,300,,7.346,81.3935,"Eastern Mountains, Badulla and Polonnaruwa districts"
2509,Vera'a,Vanuatu,VUT,vlr,Definitely endangered,Vatrata,,300,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.872,167.4323,Vanua Lava
2700,Warapu,Papua New Guinea,PNG,wra,Severely endangered,,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.9876,141.9838,"Northwest peninsula of the Sissano lagoon, Between Vanimo and Aitape, Sandaun (West Sepik) Province"
2325,Waru,Indonesia,IDN,wru,Definitely endangered,Mopute,,300,Grimes 2000,-3.4393,121.9921,Sulawesi
324,Yawarana,Venezuela (Bolivarian Republic of),VEN,yar,Severely endangered,,,300,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela' ",5.3863,-66.0058,"San Juan de Manapiare (Amazonas), Venezuela"
2712,Yimas,Papua New Guinea,PNG,yee,Severely endangered,,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.
Communication with Bill Palmer",-4.6038,143.6077,"Lower Arafundi River, southeastern part of the East Sepik Province"
934,Tilapa Otomí,Mexico,MEX,otl,Severely endangered,ñu'hü,,292,"Census 2000, research by Lastra",18.8923,-99.2986,"Tilapa, municipality of Tianguistengo, state of Mexico"
1842,Paumarí,Brazil,BRA,pad,Severely endangered,Palmari,,290,"Databank Moore, 2008.",-5.8947,-64.5996,
1700,Wayana (Brazil),Brazil,BRA,way,Vulnerable,"Waiana, Uaiana",,288,"Databank Moore, 2008.",1.3182,-55.2612,
284,Achagua,Colombia,COL,aca,Severely endangered,"Xagua, Ajagua, Axagua",,283,"www.etniasdecolombia.org
Arango and Sánchez (2004)",4.434,-70.8837,Resguardos La Victoria (Umapo) and Turpial in the municipality of Puerto López (Meta). Location shared with Piapoco speakers.
1755,Guajá,Brazil,BRA,gvj,Vulnerable,"Awá, Avá",,283,"Databank Moore, 2008.",-3.4914,-46.2963,
1319,Maniwaki Algonquin,Canada,CAN,alq,Severely endangered,,,280,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",46.3392,-76.0485,Spread over 2 communities in Canada
898,Alabama,United States of America,USA,akz,Definitely endangered,,,275,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",30.7158,-94.7028,"The Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were also speakers among the members of the Alabama-Quassarte Tribe, an administrative subdivision of the Muskogee Creek Nation, in Okfuskee County, Oklahoma. "
846,Cocopa (Arizona),United States of America,USA,coc,Severely endangered,Cucapá,,275,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.
",32.608,-114.6497,"Cocopah reservation near Yuma, Arizona, and in Cucapá communities in Baja California and Sonora, Mexico."
1637,Miltu,Chad,TCD,mlj,Critically endangered,,,272,Ethnologue,10.2149,17.3913,
1665,Arara do Pará,Brazil,BRA,aap,Vulnerable,Ukarãgmã,,271,"Moore, 2008.",-3.7546,-52.976,
2673,Kaki Ae,Papua New Guinea,PNG,tbd,Vulnerable,"Raepa Tati, Tate",,266,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-7.9653,145.7858,"Southeast of Kerema, Gulf Province"
2356,Nisga'a,Canada,CAN,ncg,Severely endangered,,,265,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",55.2035,-129.07,Spread over 5 communities in Canada
946,"Zapotec of the Valleys, central",Mexico,MEX,,Severely endangered,disá,,257,"Contributor: Thomas C. Smith-Stark, Census 2000",16.85,-96.6666,"Locality of Santo Tomás Jalieza, Oaxaca"
2662,Bosilewa,Papua New Guinea,PNG,bwf,Vulnerable,Boselewa,,250,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.449,150.661,"Central north coast of Fergusson Island, Milne Bay Province"
2058,Caquinte Campa,Peru,PER,cot,Definitely endangered,,,250,,-11.146,-73.4765,
263,Gwich'in (Canada),Canada,CAN,gwi,Severely endangered,,,250,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",67.4407,-134.8272,Spread over 5 communities in Canada
2335,Kaibobo,Indonesia,IDN,kzb,Definitely endangered,,,250,Grimes 2000,-3.1843,128.1829,Maluku
2672,Kaiep,Papua New Guinea,PNG,kbw,Vulnerable,,,250,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.6666,143.8166,"Around Taul, East Sepik Province"
2582,Kaiy,Indonesia,IDN,tcq,Vulnerable,"Taori-Kei, Todi",,250,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.943,138.1777,Irian Jaya
2421,Laji,China,CHN,lbt,Critically endangered,,,250,Bradley 2007. Shearer & Sun 2002,22.5304,105.885,
2505,Lehali,Vanuatu,VUT,tql,Vulnerable,,,250,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.5205,167.2998,Ureparapara Island
138,Lillooet,Canada,CAN,lil,Severely endangered,,,250,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.3326,-122.6789,Spread over 18 communities in Canada
2506,Löyöp,Vanuatu,VUT,urr,Vulnerable,Lehalurup,,250,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.5311,167.3368,Ureparapara Island
228,Nyangumarta,Australia,AUS,nna,Vulnerable,"Nyangumarda, Nyangumata.",,250,,-20.016,120.4101,
2227,Pear,Cambodia,KHM,pcb,Severely endangered,Eastern Pear,,250,,12.4666,102.65,
552,Ruc,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",scb,Definitely endangered,Chut,,250,,17.6833,105.7833,
2564,Sause,Indonesia,IDN,sao,Severely endangered,,,250,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.1706,139.7515,Irian Jaya
911,Texistepecan,Mexico,MEX,poq,Severely endangered,,,250,"Contributor: Leopoldo Valiñas, Census 2005, Information provided by INALI",17.8941,-94.8163,"Municipality of Texistepec, state of Veracruz"
889,Winnebago (Nebraska),United States of America,USA,win,Severely endangered,"Ho-Chunk, Hochank",,250,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",42.2475,-96.4722,Winnebago Tribe of northeastern Nebraska and the Ho-Chunk Nation of central Wisconsin. 
1550,Winnebago (Wisconsin),United States of America,USA,win,Severely endangered,"Ho-Chunk, Hochank",,250,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",44.2986,-90.8508,The Ho-Chunk Nation of central Wisconsin and the Winnebago Tribe of northeastern Nebraska.
945,Zapotec of San Bartolo Yautepec,Mexico,MEX,zpb,Severely endangered,di'izhdë,,246,"Cotributor:
Thomas C. Smith-Stark, Census 2000",16.4333,-95.9666,"San Bartolo Yautepec, Municipality of the state of Oaxaca"
967,Mixtec of San Miguel Piedras,Mexico,MEX,,Severely endangered,tu' un savi,,243,"Contributor: Thomas C. Smith Stark, Census 2000 and information provided by INALI",17,-97.05,"Municipality of San Miguel Piedras, state of Oaxaca"
253,North Alaskan Inupiaq (Canada),Canada,CAN,esi,Severely endangered,"Uummarmiutun, Inupiatun",,240,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",68.3217,-133.532,Spread over 2 communities in Canada
318,Waiwai (Guyana),Guyana,GUY,waw,Vulnerable,"Wai-Wái, Tunayana",,240,"J. Forte, in: Queixalós and Renault-Lescure, 'As línguas amazônicas hoje' (2000).",1.5598,-58.5131,"Gunn's Strip on the Upper Essequibo in the south of  Guyana (240 people). Most live in Brazil (states of Roraima, Pará and Amapá). Some speakers live among the Trio in Suriname."
1888,As,Indonesia,IDN,asz,Vulnerable,,,230,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-0.736,131.7727,Irian Jaya
