,Unnamed: 0,ISO639-3 codes,Name in English_2023,Alternate names_2023,Degree of endangerment_2023,Number of speakers (2023),Language Branch,Comments,Description of language,Countries_2023,Continent,Coordinates,ID,Name in English_2024,Countries_2024,Country codes alpha 3,Degree of endangerment_2024,Alternate names_2024,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location,Speaker Change (%),Speaker Change (absolute)
12361,3124,zpm,Mixtepec Zapotec,"Mixtepec Zapotec; Zapotec (Mixtepec); Zapoteco (Mixtepec); Southern Mountain Zapotec; Miahuatec; Miahuatlan; Zapotec; Eastern Zapoteco; Zapotec, Mixtepec; Zapoteco de San Juan Mixtepec;","Threatened (20 percent certain, based on the evidence available)",7000.0,Otomanguean; Zapotecan,,"Ethnologue list 57 Zapotec languages. INALI gives 62 ""variantes"" of Zapoteco. The exact number of distinct languages that need to be recognized is unclear. For most linguists the number is much lower, between 4 and 10.",Mexico;,"Mexico, Central America, Caribbean","16.3333333333,-96.3333333333",942,Zapotec of Mixtepe,Mexico,MEX,Critically endangered,dizde,,14.0,Contributor Thomas C. Smith-Stark who used the Census 2000 as well as the information provided by INALI,16.2666,-96.3666,"Locality of San Agustín Mixtepec, state of Oaxaca",-99.8,-6986.0
12362,1240,mra,Mlabri,"Mlabri (Minor); Mla; Mla Bri; Mla-Bri; Mabri; Mrabri; Yumbri; Ma Ku; Yellow Leaf; Phi Thong Luang (""Spirits of yellow leaves""); มละบริ; เผ่าตองหลือง; ผีตองหลือง","Threatened (100 percent certain, based on the evidence available)",400.0,Austro-Asiatic; Khmuic; Pray-Pram,,"""Spirits of the yellow leaves"" is derogatory. The dialectal varieties are not mutually intelligible. ",Thailand;Laos;,Southeast Asia,"18.5,101.0",544,Mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,"Mrabri, Phi Tong Luang",,149.0,,18.4796,101.0961,,-62.74999999999999,-251.0
12363,9229,lhs,Mlaḥsô,Mlahsö; Mlaḥso; Suryoyo; Mlahso,Dormant ,0.0,Afro-Asiatic; Semitic; Aramaic,,"It is thought to be recently dormant, as the last known speaker died in 1998. Closely related to the Turoyo language, which is still in use by some speakers in Turkey and in diaspora communities.",Turkey;Syria;,Europe;Near East,"38.27, 40.39",2351,Mlahso (Syria),Syrian Arab Republic,SYR,Extinct,Mlaḥsô; “Mlahsö” (incorrect),,0.0,"Otto Jastrow: Der neuaramäische Dialekt von Mlahsô. Semitica viva 14; Wiesbaden: Harrassowitz, 1994. | Die syrischen Christen in Nordost-Syrien http://www.margabrielverein.de/mitteilung99/mitteilung92.htm",37.0542,41.2363,the émigré community in the town of Qamishli; cf. Mlahso (Turkey),,0.0
12364,9229,lhs,Mlaḥsô,Mlahsö; Mlaḥso; Suryoyo; Mlahso,Dormant ,0.0,Afro-Asiatic; Semitic; Aramaic,,"It is thought to be recently dormant, as the last known speaker died in 1998. Closely related to the Turoyo language, which is still in use by some speakers in Turkey and in diaspora communities.",Turkey;Syria;,Europe;Near East,"38.27, 40.39",1987,Mlahso (Turkey),Turkey,TUR,Extinct,Mlaḥsô; “Mlahsö” (incorrect),,0.0,"Otto Jastrow: Der neuaramäische Dialekt von Mlahsô. Semitica viva 14; Wiesbaden: Harrassowitz, 1994. | Die syrischen Christen in Nordost-Syrien http://www.margabrielverein.de/mitteilung99/mitteilung92.htm",38.4595,40.6507,originally two villages near Lice in Diyarbakır Province; all emigrated to Syria,,0.0
12365,2280,kja,Mlap,Kwansu; Kwansu-Bonggrang; Kuangsu-Bonggrang; Kwangsu-Bonggrang; Kuangsu;,"Endangered (20 percent certain, based on the evidence available)",300.0,Nimboran,,,Indonesia;,Southeast Asia,"-2.5383,140.2061",2546,Kwansu,Indonesia,IDN,Vulnerable,Mlap,,300.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.5383,140.2061,Irian Jaya,0.0,0.0
12366,4679,mlo,Mlomp,Mlomp North; Gulompaay;,"Threatened (20 percent certain, based on the evidence available)",5400.0,Niger-Congo; Atlantic-Congo; Central Atlantic,,,Senegal;,Africa,"12.7421,-16.4904",1299,Mlomp,Senegal,SEN,Critically endangered,,,500.0,"Tucker Childs, Adjaratou Sall",12.7421,-16.4904,,-90.74074074074075,-4900.0
12367,4194,gbn,Mo'da,Gberi; Gweri; Gbara; Muda;,"Endangered (20 percent certain, based on the evidence available)",600.0,Central Sudanic; Bongo-Bagirmi,,,South Sudan;,Africa,"6.5008,29.9377",1734,Mo'da,Sudan,SDN,Critically endangered,"Gberi, Gweri, Gbara, Muda",,600.0,"Voegelin & Voegelin, Ethnologue",6.5008,29.9377,"Southern Sudan, northwest of Mvolo on both sides of the border of Lakes and Western Equatoria provinces.",0.0,0.0
12368,4658,mhn,Mócheno,,"Threatened (20 percent certain, based on the evidence available)",1900.0,Indo-European; Germanic; West Germanic; High German,,,Italy;,Europe,"46.1194,11.3258",1511,Mòcheno,Italy,ITA,Definitely endangered,,,1000.0,"Anthony R. Rowley: „Mocheno e Cimbro“: Von Dialekt(en) zu Sprache(n)? — Dialektologie zwischen Tradition und Neuansätzen. Beiträge der Internationalen Dialektologentagung, Göttingen, 19.–21. Oktober 1998. Dieter Stellmacher (Hg.). Stuttgart 2000. 213–221.",46.1194,11.3258,"Palù (Palai), Fierozzo (Florutz) and Frassilongo (Gereut) in the Fersina Valley (Fersental, Valle del Fèrsina, or Val dei Mòcheni) in Trento Province; an outlying dialect of Bavarian",-47.368421052631575,-900.0
12369,141,mhc,Mocho',"Motozintlec, Motozintleco; Mochó, Cotoque","Critically Endangered (60 percent certain, based on the evidence available)",30.0,Mayan; Q’anjob’alan-Chujean,,"Tuzantec (Tuzanteco) may be a separate language, closely related to Mocho'.",Mexico;,"Mexico, Central America, Caribbean","15.3709,-92.2484",1358,Motocintlec,Mexico,MEX,Critically endangered,"Mochó, mocho'",,141.0,"Census 2000, information provided by INALI
Complementary information provided by collaborator H. Antonio García Zúñiga",15.3709,-92.2484,"Municipality of Motozintla, state of Chiapas",100.0,111.0
12370,1847,moc,Mocoví,Mocovi; Mocobí; Mbocobí; Mokoví;,"Threatened (20 percent certain, based on the evidence available)",2780.0,Guaicuruan,,,Argentina;,South America,"-28.0, -60.5",632,Mocoví,Argentina,ARG,Definitely endangered,Mocobi,,2000.0,"- Censabella, Marisa. 2008. Lenguas del Chaco (unpublished)
",-27.6056,-59.7656,"South Chaco, and Northeast Province of Santa Fe. Migration into rural and urban areas of the country",-28.05755395683453,-780.0
12371,2272,mvq,Moere,,"Severely Endangered (20 percent certain, based on the evidence available)",50.0,Trans-New Guinea; Madang,,,Papua New Guinea;,Pacific,"-4.6038,145.437",2117,Moere,Papua New Guinea,PNG,Severely endangered,,,56.0,Grimes 2000,-4.6038,145.437,Madang Province,12.0,6.0
12372,4657,mhj,Mogholi,Moghol; Mogul; Mogol; Mongul; Mongolen;,Dormant (),20.0,Mongolic,,,Afghanistan;,Near East,"35.0,62.0",148,Moghol,Afghanistan,AFG,Critically endangered,Mogol; Mogholi; Mogoli,,200.0,"Michael Weiers: Moghol. — The Mongolic languages. Edited by Juha Janhunen. London: Routledge, 2003. 248–264.",34.3569,61.5875,"Herat Province; according to the Ethnologue, the villages of Kundur and Karez-i-Mulla",100.0,180.0
12637,1667,mov,Mojave,Mohave; Amaquaqua; Jamajab;,,100.0,Cochimi-Yuman; Yuman,,"The Fort Mojave Tribe, near Needles, CA, prefer the spelling ""Mojave""; the Mohave members of the Colorado River Indian Tribes, near Parker, AZ, prefer the spelling ""Mohave"" (Golla 2011: 307).",USA;,North America,"34.0231,-114.5045",1030,Mohave (Arizona),United States of America,USA,Severely endangered,Mojave,,100.0,Golla et al. ms.,34.0231,-114.5045,"Fort Mojave Tribe, near Needles, California, and of the Mohave members of the Colorado River Indian Tribes, near Parker, Arizona",0.0,0.0
12638,1667,mov,Mojave,Mohave; Amaquaqua; Jamajab;,,100.0,Cochimi-Yuman; Yuman,,"The Fort Mojave Tribe, near Needles, CA, prefer the spelling ""Mojave""; the Mohave members of the Colorado River Indian Tribes, near Parker, AZ, prefer the spelling ""Mohave"" (Golla 2011: 307).",USA;,North America,"34.0231,-114.5045",841,Mohave (California),United States of America,USA,Severely endangered,Mojave,,100.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",34.6905,-114.598,"Fort Mojave Tribe, near Needles, California, and of the Mohave members of the Colorado River Indian Tribes, near Parker, Arizona.",0.0,0.0
12639,2985,mqt,Mok,Amok; Hsen-Hsum; Yā-āng Lawa; i-Mok; Angku; Āng-kú; Tai Loi,,100.0,Austro-Asiatic; Palaungic; East Palaungic; Angkuic,,"Mok and Man Met [mml] are closely related, but they are not the same language.",China;Myanmar;Thailand;Laos;,Southeast Asia;East Asia,"18.91, 99.58",2477,Amok,"China, Lao People's Democratic Republic, Myanmar, Thailand","CHN, LAO, MMR, THA",Critically endangered,,,,,21.361,100.6457,,,
12640,1987,mwt,Moken,Selung; Mawken; Basing; Selong; Salong; Salon; Chau Ko'; Moklen,"Endangered (40 percent certain, based on the evidence available)",100.0,Austronesian; Malayo-Polynesian; Moken-Moklen,,,Myanmar;Thailand;,Southeast Asia,,1010,Moklen,"Myanmar, Thailand","MMR, THA",Definitely endangered,"Moken, Saloun, Chao Thalee, Thai Mai",,6000.0,,8.1953,98.3036,,100.0,5900.0
12641,4672,mkj,Mokilese,Mokil; Mwoakilese; Mwoakiloa;,"Threatened (20 percent certain, based on the evidence available)",1230.0,Austronesian; Malayo-Polynesian; Oceanic; Micronesian,,,Micronesia;,Pacific,"6.66666666667,159.75",2340,Mokilese,Micronesia (Federated States of),FSM,Critically endangered,,,1050.0,Grimes 2000,6.6864,159.7631,"Mokil Atoll, Caroline Islands",-14.634146341463413,-180.0
12642,4636,mdf,Moksha,Mokša; Mordvin; мокшанский язык; мокшень кяль; mokšəń käĺ; Mordwin; Mordva; Moksha-Mordva; Mordwinisch; Mokscha-Mordwinisch; Mordvinisch; Mokscha-Mundart; Mokshan; Mordoff; Mordov; Mordvin-Moksha; Mordvinian; Mokša-Mordvinisch; mokšen΄ kjal΄; mokšanskij jazyk; Morduini; Mordua;,"At risk (20 percent certain, based on the evidence available)",200000.0,Uralic; Mordvin,,,Russia;,Caucasus;Europe;East Asia,"54.0,44.0",328,Moksha,Russian Federation,RUS,Definitely endangered,,,200000.0,"Gabor Zaicz: Mordva. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 184–218.",54.1817,43.2751,the western parts of the Republic of Mordovia and the adjacent parts of Ryazan’ and Penza provinces; also pockets in Tatarstan and Orenburg Province,0.0,0.0
12643,3134,zmo,Molo,Malkan; Tura-Ka-Molo;,"Endangered (20 percent certain, based on the evidence available)",100.0,Eastern Jebel,,,Sudan;,Africa,"10.898,34.2773",1735,Molo,Sudan,SDN,Critically endangered,"Malkan, Tura-Ka-Molo",,100.0,"M.L.Bender, Ethnologue",10.898,34.2773,,0.0,0.0
12644,2717,mqf,Momuna,Somahai; Somage; Sumohai;,"Threatened (20 percent certain, based on the evidence available)",2000.0,Trans-New Guinea; Somahai,,,Indonesia;,Southeast Asia,"-4.83333333333,139.25",2555,Momuna,Indonesia,IDN,Vulnerable,Somahai,,2000.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.0,139.0,Irian Jaya,0.0,0.0
12645,2753,mnd,Mondé,Sanamaiká; Sanamaykã; Sanamaica; Salamãi; Salamaikã; Sanamaikã; Sanamaika; Monde; Sanamaí;,Dormant (),1.0,Tupian; Mondean,,,Brazil;,South America,"-8.7602,-63.9074",652,Salamãy,Brazil,BRA,Critically endangered,Mondé,,2.0,"Moore, 2008.",-8.7602,-63.9074,"Lévi-Strauss made a mistake in the name of the group: Mondé was a personal name of one man (like John or Bill), not the name of the group, which calls itself Salamãy (singular) or Salamãy éy (pl)",100.0,1.0
12646,4692,mnr,Mono (United States),Monachi; Saidyuka; Mono (in United States); Monache;,,100.0,Uto-Aztecan; Northern Uto-Aztecan; Numic,,,USA;,North America,"37.0943,-119.4999",1397,Mono,Cameroon,CMR,Critically endangered,,,300.0,Ethnologue,8.6679,14.1723,,100.0,200.0
12647,4692,mnr,Mono (United States),Monachi; Saidyuka; Mono (in United States); Monache;,,100.0,Uto-Aztecan; Northern Uto-Aztecan; Numic,,,USA;,North America,"37.0943,-119.4999",858,Mono (Western),United States of America,USA,Critically endangered,"Monachi, Western Mono",,40.0,Golla et al. ms.,37.0943,-119.4999,"Western Mono is spoken in North Fork, Auberry, Tollhouse, and Dunlop, California.",-60.0,-60.0
12648,4692,mnr,Mono (United States),Monachi; Saidyuka; Mono (in United States); Monache;,,100.0,Uto-Aztecan; Northern Uto-Aztecan; Numic,,,USA;,North America,"37.0943,-119.4999",1464,Mono (Eastern),United States of America,USA,Critically endangered,"Monachi, Eastern Mono, Owens Valley Paiute",,30.0,Golla et al. ms.,37.3674,-118.3953,"Eastern Mono  is spoken in the Owens Valley communities of Bishop, Big Pine, Lone Pine, and Fort Independence.",-70.0,-70.0
12649,4694,mop,Mopán,"Mopan; Mopan Maya; Maya, Mopán; Mopane;","Vulnerable (20 percent certain, based on the evidence available)",12500.0,Mayan; Yucatecan,,,Guatemala;Belize;,"Mexico, Central America, Caribbean","16.5833333333,-88.6666666667",1750,Mopán (Belize),Belize,BLZ,Severely endangered,,,8980.0,"The census figures come from internet: Population and Housing Census as recorded by the Centro Centroamericano de Población, Universidad de Costa Rica.  This holds for all the indigenous lgs of Belize",16.2449,-88.8654,"Toledo, Stann Creek, Cayo",-28.16,-3520.0
12650,4694,mop,Mopán,"Mopan; Mopan Maya; Maya, Mopán; Mopane;","Vulnerable (20 percent certain, based on the evidence available)",12500.0,Mayan; Yucatecan,,,Guatemala;Belize;,"Mexico, Central America, Caribbean","16.5833333333,-88.6666666667",1823,Mopán (Guatemala),Guatemala,GTM,Severely endangered,,,2455.0,XI Censo de Población for number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations,16.5144,-89.4167,"Dolores, San Luis Melchor Mancos, Poptún",-80.36,-10045.0
12651,2718,moq,"Mor (Bomberai Peninsula, Indonesia)",Mor2; Mor (of Bomberai);,"Severely Endangered (40 percent certain, based on the evidence available)",60.0,Isolate; Pacific,,Some consider any link to Trans-New Guinea premature.,Indonesia;,Southeast Asia,"-2.8607,132.7697",2556,Mor,Indonesia,IDN,Severely endangered,,,25.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.8607,132.7697,Irian Jaya,-58.333333333333336,-35.0
12652,4695,mor,Moro,Dhimorong;,"Vulnerable (20 percent certain, based on the evidence available)",30000.0,Niger-Congo; Heiban; West-Central Heiban,,,Sudan;,Africa,"11.0,30.1666666667",1715,Moro,Sudan,SDN,Definitely endangered,Dhimorong,,30000.0,"Ethnologue,
Field visit and intenational humanitarian missions",10.8872,30.1904,Various villages in Logorban,0.0,0.0
12653,4645,mgc,Morokodo,Ma'di;,"Threatened (20 percent certain, based on the evidence available)",3400.0,Central Sudanic; Bongo-Bagirmi,,,South Sudan;,Africa,"6.0313,29.7949",1736,Morokodo,Sudan,SDN,Severely endangered,Ma'di,,3400.0,"Voegelin & Voegelin, Ethnologue",6.0313,29.7949,,0.0,0.0
12654,4709,mrl,Mortlockese,Mortlock; Nomoi;,"Threatened (20 percent certain, based on the evidence available)",5900.0,Austronesian; Malayo-Polynesian; Oceanic; Micronesian,,,Micronesia;,Pacific,"5.5811,153.5668",2341,Mortlockese,Micronesia (Federated States of),FSM,Definitely endangered,,,5904.0,Grimes 2000,5.5811,153.5668,Mortlock Islands,0.06779661016949153,4.0
12655,2428,cas,Mosetén,Chimané; Chimane; Chiman; Tsimane'; Tsimane; Tsinun; Tsimané; Chumano; Moseten; Tsinun; Tsimané; Nawazi-Moñtji; Rache; Muchan; Tucupi; Aparono; Mosetén language area;,"Vulnerable (80 percent certain, based on the evidence available)",4800.0,Isolate; Mosetenan,,"Mosetén and Tsimané and are often classified as separate languages belonging to the small linguistic family Mosetenan, although they are mutually intelligible. There are some dialects with considerable lexical and grammatical differences. ",Bolivia;,South America,"-15.2629,-66.8518",634,Chimané,Bolivia (Plurinational State of),BOL,Vulnerable,Tsimané,,5300.0,"Crevels et alii (2002), 'Current Studies on South American Languages'",-15.2629,-66.8518,"Near San Borja, province of Ballivián, department of Bení (Bolivia).",10.416666666666668,500.0
12656,2428,cas,Mosetén,Chimané; Chimane; Chiman; Tsimane'; Tsimane; Tsinun; Tsimané; Chumano; Moseten; Tsinun; Tsimané; Nawazi-Moñtji; Rache; Muchan; Tucupi; Aparono; Mosetén language area;,"Vulnerable (80 percent certain, based on the evidence available)",4800.0,Isolate; Mosetenan,,"Mosetén and Tsimané and are often classified as separate languages belonging to the small linguistic family Mosetenan, although they are mutually intelligible. There are some dialects with considerable lexical and grammatical differences. ",Bolivia;,South America,"-15.2629,-66.8518",633,Mosetén,Bolivia (Plurinational State of),BOL,Severely endangered,,,585.0,"Crevels et alii, 'Current Studies on South American languages' (2002).
J. Sakel, 'A Grammar of Mosetén'  (2004).",-15.4113,-67.5,"Mosetén: Covendo, Santa Ana and Muchanes in the Upper Beni valley (Yungas area of the department of La Paz). ",-87.8125,-4215.0
12657,2273,mqv,Mosimo,,"Severely Endangered (20 percent certain, based on the evidence available)",50.0,Trans-New Guinea; Madang,,,Papua New Guinea;,Pacific,"-4.9473,145.5551",2118,Mosimo,Papua New Guinea,PNG,Severely endangered,,,58.0,Grimes 2000,-4.9473,145.5551,Madang Province,16.0,8.0
12658,4680,mlv,Motlav,Motalava; Mwotlap; Mwotlav; Banks-Inseln;,"Vulnerable (60 percent certain, based on the evidence available)",2100.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,Vanuatu;,Pacific,"-13.5833333333,167.583333333",2507,Volow,Vanuatu,VUT,Critically endangered,Valuwa,,1.0,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.6433,167.7159,Motalava Island,-99.95238095238095,-2099.0
12659,2832,atl,Mount Iraya Agta,"Mt. Iraya Agta; Bikol; Inagta of Mt. Iraya; Rugnot of Lake Buhi East; Lake Buhi East; Itbeg Rugnot; Agta, Mt. Iraya","Critically Endangered (100 percent certain, based on the evidence available)",10.0,Austronesian; Malayo-Polynesian; Greater Central Philippine; Bikol,,,Philippines;,Southeast Asia,"13.46, 123.57",2199,Mt. Iraya Agta,Philippines,PHL,Definitely endangered,"Rugnot, Itbeg Rugnot",,150.0,,13.459,123.5467,,100.0,140.0
12660,1853,mzp,Movima,Mobima; Móvima; Móbima; Moyma; Movime;,"Threatened (20 percent certain, based on the evidence available)",1173.0,Isolate; South American,,,Bolivia;,South America,"-13.8333333333,-65.6666666667",635,Movima,Bolivia (Plurinational State of),BOL,Severely endangered,,,1452.0,"Haude, 'A Grammar of Movima' (2006)
Albó, 'Bolivia plurilingüe' (2005)",-13.7954,-65.4345,"Area of Santa Ana del Yacuma, department of Beni",23.785166240409207,279.0
12661,4699,mpz,Mpi,Mpi-Mi;,"Endangered (60 percent certain, based on the evidence available)",1200.0,Sino-Tibetan; Lolo-Burmese,,,Thailand;,Southeast Asia,"18.2554,100.2227",545,Mpi,Thailand,THA,Definitely endangered,Ko,,2000.0,,18.2554,100.2227,,66.66666666666666,800.0
